Institute,Program,Quota,Category,Gender,Opening Rank,Closing Rank
"Sri Ram Group Of Colleges,Muzaffarnagar",Electrical Engineering,All India,OPEN,Gender-Neutral,2003060,2018353
"Sri Ram Group Of Colleges,Muzaffarnagar",Electrical Engineering,Home State,OPEN,Gender-Neutral,853736,1247912
"Sri Ram Group Of Colleges,Muzaffarnagar",Electronics and Communication Engineering,All India,OPEN,Gender-Neutral,2105395,2117590
"Sri Ram Group Of Colleges,Muzaffarnagar",Electronics and Communication Engineering,Home State,OPEN,Gender-Neutral,924631,1434994
"Sri Ram Group Of Colleges,Muzaffarnagar",Mechanical Engineering,All India,OPEN,Gender-Neutral,2116110,2116110
"Sri Ram Group Of Colleges,Muzaffarnagar",Mechanical Engineering,Home State,OPEN,Gender-Neutral,680008,1383034
"Sri Rammurti Smarak College Of Engineering Technology & Research,Bareilly",Computer Science & Engineering (Cyber Security),All India,OPEN,Gender-Neutral,1890839,1890839
"Sri Rammurti Smarak College Of Engineering Technology & Research,Bareilly",Computer Science and Engineering,All India,OPEN,Gender-Neutral,1971387,2119079
"Sri Rammurti Smarak College Of Engineering Technology & Research,Bareilly",Computer Science and Engineering,Home State,OPEN,Female-only (including Supernumerary),852527,852527
"Sri Rammurti Smarak College Of Engineering Technology & Research,Bareilly",Computer Science and Engineering,Home State,OPEN,Gender-Neutral,709106,709106
"Sri Rammurti Smarak College Of Engineering Technology & Research,Bareilly",Computer Science and Engineering (FW),Home State,OPEN,Gender-Neutral,669383,669383
"Ssld Varshney Engineering College,Aligarh",Computer Science and Engineering,All India,OPEN,Gender-Neutral,2120430,2120430
"Ssld Varshney Engineering College,Aligarh",Computer Science and Engineering,Home State,OPEN,Female-only (including Supernumerary),619720,1267612
"Ssld Varshney Engineering College,Aligarh",Computer Science and Engineering,Home State,OPEN,Gender-Neutral,823560,823560
"Sunderdeep Engineering College,Ghaziabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),All India,OPEN,Gender-Neutral,1843344,1843344
"Sunderdeep Engineering College,Ghaziabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Female-only (including Supernumerary),370233,982061
"Sunderdeep Engineering College,Ghaziabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Gender-Neutral,613377,613377
"Sunderdeep Engineering College,Ghaziabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),Home State,OPEN,Gender-Neutral,740020,806462
"Sunderdeep Engineering College,Ghaziabad",Computer Science and Engineering,All India,OPEN,Gender-Neutral,2107110,2107775
"Sunderdeep Engineering College,Ghaziabad",Computer Science and Engineering,Home State,OPEN,Female-only (including Supernumerary),556368,1050025
"Sunderdeep Engineering College,Ghaziabad",Computer Science and Engineering,Home State,OPEN,Gender-Neutral,1330257,1330257
"Sunderdeep Engineering College,Ghaziabad",Computer Science and Engineering (FW),Home State,OPEN,Gender-Neutral,604552,604552
"Sunrise Institute Of Engineering Technical & Management,Unnao",Computer Science and Engineering,All India,OPEN,Gender-Neutral,2101969,2121135
"Sunrise Institute Of Engineering Technical & Management,Unnao",Computer Science and Engineering,Home State,OPEN,Gender-Neutral,244571,244571
"Sunrise Institute Of Engineering Technical & Management,Unnao",Electrical Engineering,All India,OPEN,Gender-Neutral,2001530,2018498
"Sunrise Institute Of Engineering Technical & Management,Unnao",Mechanical Engineering,All India,OPEN,Gender-Neutral,2103629,2119795
"Suyash Institute Of Information Technology,Gorakhpur",Civil Engineering,All India,OPEN,Gender-Neutral,2115018,2121396
"Suyash Institute Of Information Technology,Gorakhpur",Computer Science and Engineering,All India,OPEN,Gender-Neutral,1193513,2120829
"Suyash Institute Of Information Technology,Gorakhpur",Computer Science and Engineering,Home State,OPEN,Gender-Neutral,1382577,1382577
"Suyash Institute Of Information Technology,Gorakhpur",Electrical & Electronics Engineering,All India,OPEN,Gender-Neutral,2119864,2119864
"Suyash Institute Of Information Technology,Gorakhpur",Electronics and Communication Engineering,All India,OPEN,Gender-Neutral,2112370,2112370
"Suyash Institute Of Information Technology,Gorakhpur",Mechanical Engineering,All India,OPEN,Gender-Neutral,2110513,2110513
"Svs Group Of Institutions,Meerut",Civil Engineering,All India,OPEN,Gender-Neutral,2004657,2011476
"Svs Group Of Institutions,Meerut",Computer Science and Engineering,All India,OPEN,Gender-Neutral,2001172,2001172
"Svs Group Of Institutions,Meerut",Electrical Engineering,All India,OPEN,Gender-Neutral,2012865,2016698
"United College Of Engiineering & Research,Greater Noida,Gautam Buddh Nagar",Computer Science And Engineering(Artificial Intelligence & Machine Learning),All India,OPEN,Gender-Neutral,650616,650616
"United College Of Engiineering & Research,Greater Noida,Gautam Buddh Nagar",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Female-only (including Supernumerary),741358,741358
"United College Of Engiineering & Research,Greater Noida,Gautam Buddh Nagar",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Gender-Neutral,840497,1205620
"United College Of Engiineering & Research,Greater Noida,Gautam Buddh Nagar",Computer Science and Engineering,All India,OPEN,Gender-Neutral,197357,2110714
"United College Of Engiineering & Research,Greater Noida,Gautam Buddh Nagar",Computer Science and Engineering,Home State,OPEN,Female-only (including Supernumerary),579141,794959
"United College Of Engiineering & Research,Greater Noida,Gautam Buddh Nagar",Computer Science and Engineering,Home State,OPEN,Gender-Neutral,613524,1002055
"United College Of Engiineering & Research,Greater Noida,Gautam Buddh Nagar",Computer Science and Engineering (FW),Home State,OPEN,Gender-Neutral,641275,1299918
"United College Of Engiineering & Research,Greater Noida,Gautam Buddh Nagar",Mechanical Engineering,All India,OPEN,Gender-Neutral,2015856,2015856
"United College Of Engiineering & Research,Greater Noida,Gautam Buddh Nagar",Mechanical Engineering,Home State,OPEN,Gender-Neutral,702641,702641
"United College Of Engineering & Research,Allahabad",Civil Engineering,All India,OPEN,Gender-Neutral,2114124,2117748
"United College Of Engineering & Research,Allahabad",Civil Engineering,Home State,OPEN,Female-only (including Supernumerary),321241,1379400
"United College Of Engineering & Research,Allahabad",Civil Engineering,Home State,OPEN,Gender-Neutral,539724,539724
"United College Of Engineering & Research,Allahabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),All India,OPEN,Gender-Neutral,414044,414044
"United College Of Engineering & Research,Allahabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,EWS,Female-only (including Supernumerary),782038,782038
"United College Of Engineering & Research,Allahabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,EWS,Gender-Neutral,731688,1021345
"United College Of Engineering & Research,Allahabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OBC-NCL,Female-only (including Supernumerary),804493,804493
"United College Of Engineering & Research,Allahabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OBC-NCL,Gender-Neutral,921485,921485
"United College Of Engineering & Research,Allahabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Female-only (including Supernumerary),553191,553191
"United College Of Engineering & Research,Allahabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Gender-Neutral,168891,1469682
"United College Of Engineering & Research,Allahabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,SC,Female-only (including Supernumerary),1007749,1007749
"United College Of Engineering & Research,Allahabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,SC,Gender-Neutral,871652,1057853
"United College Of Engineering & Research,Allahabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),Home State,OPEN,Gender-Neutral,162485,244315
"United College Of Engineering & Research,Allahabad",Computer Science and Engineering,All India,OPEN,Gender-Neutral,268696,1688321
"United College Of Engineering & Research,Allahabad",Computer Science and Engineering,Home State,EWS,Female-only (including Supernumerary),1127594,1127594
"United College Of Engineering & Research,Allahabad",Computer Science and Engineering,Home State,EWS,Gender-Neutral,1017262,1423008
"United College Of Engineering & Research,Allahabad",Computer Science and Engineering,Home State,OBC-NCL,Female-only (including Supernumerary),1171450,1386060
"United College Of Engineering & Research,Allahabad",Computer Science and Engineering,Home State,OBC-NCL,Gender-Neutral,990488,1458808
"United College Of Engineering & Research,Allahabad",Computer Science and Engineering,Home State,OPEN,Female-only (including Supernumerary),217070,1379400
"United College Of Engineering & Research,Allahabad",Computer Science and Engineering,Home State,OPEN,Gender-Neutral,309871,1458808
"United College Of Engineering & Research,Allahabad",Computer Science and Engineering,Home State,SC,Gender-Neutral,1051319,1278764
"United College Of Engineering & Research,Allahabad",Computer Science and Engineering (FW),Home State,OPEN,Gender-Neutral,168891,168891
"United College Of Engineering & Research,Allahabad",Electrical Engineering,All India,OPEN,Gender-Neutral,157186,2120578
"United College Of Engineering & Research,Allahabad",Electrical Engineering,Home State,OPEN,Female-only (including Supernumerary),1075222,1075222
"United College Of Engineering & Research,Allahabad",Electrical Engineering,Home State,OPEN,Gender-Neutral,331662,1456014
"United College Of Engineering & Research,Allahabad",Electronics and Communication Engineering,All India,OPEN,Gender-Neutral,403143,2118021
"United College Of Engineering & Research,Allahabad",Electronics and Communication Engineering,Home State,OPEN,Female-only (including Supernumerary),336143,470537
"United College Of Engineering & Research,Allahabad",Electronics and Communication Engineering,Home State,OPEN,Gender-Neutral,1386405,1386405
"United College Of Engineering & Research,Allahabad",Electronics and Communication Engineering (FW),Home State,OPEN,Gender-Neutral,515465,515465
"United College Of Engineering & Research,Allahabad",Mechanical Engineering,All India,OPEN,Gender-Neutral,1836824,2111435
"United College Of Engineering & Research,Allahabad",Mechanical Engineering,Home State,OPEN,Female-only (including Supernumerary),316634,316634
"United College Of Engineering & Research,Allahabad",Mechanical Engineering,Home State,OPEN,Gender-Neutral,484262,921486
"United Institute Of Technology,Allahabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),All India,OPEN,Gender-Neutral,276097,2012805
"United Institute Of Technology,Allahabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Female-only (including Supernumerary),330975,330975
"United Institute Of Technology,Allahabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Gender-Neutral,1068810,1068810
"United Institute Of Technology,Allahabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),Home State,OPEN,Gender-Neutral,244231,244231
"United Institute Of Technology,Allahabad",Computer Science And Engineering(Data Science),All India,OPEN,Gender-Neutral,228191,2110457
"United Institute Of Technology,Allahabad",Computer Science And Engineering(Data Science),Home State,OPEN,Female-only (including Supernumerary),560284,1337025
"United Institute Of Technology,Allahabad",Computer Science And Engineering(Data Science),Home State,OPEN,Gender-Neutral,949464,962409
"United Institute Of Technology,Allahabad",Computer Science And Engineering(Data Science) (FW),Home State,OPEN,Gender-Neutral,493975,493975
"United Institute Of Technology,Allahabad",Computer Science and Engineering,All India,OPEN,Gender-Neutral,300491,300491
"United Institute Of Technology,Allahabad",Computer Science and Engineering,Home State,OPEN,Female-only (including Supernumerary),301457,400105
"United Institute Of Technology,Allahabad",Computer Science and Engineering,Home State,OPEN,Gender-Neutral,488034,1325112
"United Institute Of Technology,Allahabad",Computer Science and Engineering (FW),Home State,OPEN,Gender-Neutral,487675,487675
"United Institute Of Technology,Allahabad",Electrical Engineering,All India,OPEN,Gender-Neutral,1904344,1904344
"United Institute Of Technology,Allahabad",Electrical Engineering,Home State,OPEN,Gender-Neutral,485043,748495
"United Institute Of Technology,Allahabad",Electronics and Communication Engineering,All India,OPEN,Gender-Neutral,1983853,1983853
"United Institute Of Technology,Allahabad",Electronics and Communication Engineering,Home State,OPEN,Gender-Neutral,764237,828583
"United Institute Of Technology,Allahabad",Electronics and Communication Engineering (FW),Home State,OPEN,Gender-Neutral,561853,561853
"United Institute Of Technology,Allahabad",Mechanical Engineering,All India,OPEN,Gender-Neutral,610203,610203
"United Institute Of Technology,Allahabad",Mechanical Engineering,Home State,OPEN,Gender-Neutral,921486,921486
"Uttar Pradesh Textile Technology Institute,Kanpur",Computer Science and Engineering,All India,OPEN,Gender-Neutral,203379,212237
"Uttar Pradesh Textile Technology Institute,Kanpur",Computer Science and Engineering,Home State,EWS,Female-only (including Supernumerary),347584,347584
"Uttar Pradesh Textile Technology Institute,Kanpur",Computer Science and Engineering,Home State,EWS,Gender-Neutral,263815,305756
"Uttar Pradesh Textile Technology Institute,Kanpur",Computer Science and Engineering,Home State,OBC-NCL,Female-only (including Supernumerary),300687,300687
"Uttar Pradesh Textile Technology Institute,Kanpur",Computer Science and Engineering,Home State,OBC-NCL,Gender-Neutral,291127,300567
"Uttar Pradesh Textile Technology Institute,Kanpur",Computer Science and Engineering,Home State,OPEN,Female-only (including Supernumerary),237463,237463
