Institute,Program,Quota,Category,Gender,Opening Rank,Closing Rank,Closed_In_Round,Institute_Type
National Institute of Technology Goa,"Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),98985,98985,3,NIT
National Institute of Technology Goa,"Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),96244,96244,3,NIT
National Institute of Technology Goa,"Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,48001,48001,3,NIT
National Institute of Technology Goa,"Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),53899,53899,1,NIT
National Institute of Technology Goa,"Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,42564,43265,3,NIT
National Institute of Technology Goa,"Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,147657,147657,1,NIT
National Institute of Technology Goa,"Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,ST,Female-only (including Supernumerary),352860,352860,3,NIT
National Institute of Technology Goa,"Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,228799,228799,1,NIT
National Institute of Technology Goa,"Mechanical Engineering for DASA-CIWG (4 Years, Bachelor of Technology)",DASA-CIWG,OPEN,Gender-Neutral,457872,457872,1,NIT
National Institute of Technology Hamirpur,"Architecture (5 Years, Bachelor of Architecture)",All India,EWS,Female-only (including Supernumerary),11060,11060,3,NIT
National Institute of Technology Hamirpur,"Architecture (5 Years, Bachelor of Architecture)",All India,OBC-NCL,Gender-Neutral,1906,1974,1,NIT
National Institute of Technology Hamirpur,"Architecture (5 Years, Bachelor of Architecture)",Home State,EWS,Gender-Neutral,36543,36543,1,NIT
National Institute of Technology Hamirpur,"Architecture (5 Years, Bachelor of Architecture)",Home State,OBC-NCL,Gender-Neutral,23766,23766,1,NIT
National Institute of Technology Hamirpur,"Architecture (5 Years, Bachelor of Architecture)",Home State,OPEN,Gender-Neutral,9228,9896,1,NIT
National Institute of Technology Hamirpur,"Architecture (5 Years, Bachelor of Architecture)",Home State,SC,Gender-Neutral,17345,17345,1,NIT
National Institute of Technology Hamirpur,"Architecture (5 Years, Bachelor of Architecture)",Other State,EWS,Gender-Neutral,7138,7138,2,NIT
National Institute of Technology Hamirpur,"Architecture (5 Years, Bachelor of Architecture)",Other State,OBC-NCL,Female-only (including Supernumerary),2159,2159,1,NIT
National Institute of Technology Hamirpur,"Architecture (5 Years, Bachelor of Architecture)",Other State,OBC-NCL,Gender-Neutral,4533,4702,3,NIT
National Institute of Technology Hamirpur,"Architecture (5 Years, Bachelor of Architecture)",Other State,OPEN,Female-only (including Supernumerary),1509,1509,3,NIT
National Institute of Technology Hamirpur,"Architecture (5 Years, Bachelor of Architecture)",Other State,OPEN,Gender-Neutral,1653,1653,3,NIT
National Institute of Technology Hamirpur,"Architecture (5 Years, Bachelor of Architecture)",Other State,SC,Gender-Neutral,5119,6917,1,NIT
National Institute of Technology Hamirpur,"Architecture (5 Years, Bachelor of Architecture)",Other State,ST,Gender-Neutral,7331,7331,1,NIT
National Institute of Technology Hamirpur,"Architecture for DASA-CIWG (5 Years, Bachelor of Architecture)",DASA-CIWG,OPEN,Gender-Neutral,8521,10999,1,NIT
National Institute of Technology Hamirpur,"Chemical Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,112027,115112,1,NIT
National Institute of Technology Hamirpur,"Chemical Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,431860,431860,3,NIT
National Institute of Technology Hamirpur,"Chemical Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,94651,94651,3,NIT
National Institute of Technology Hamirpur,"Chemical Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,300387,313676,1,NIT
National Institute of Technology Hamirpur,"Chemical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),80910,80910,3,NIT
National Institute of Technology Hamirpur,"Chemical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,50160,50160,3,NIT
National Institute of Technology Hamirpur,"Chemical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),86786,87912,2,NIT
National Institute of Technology Hamirpur,"Chemical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,51470,54261,3,NIT
National Institute of Technology Hamirpur,"Chemical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),75862,80781,3,NIT
National Institute of Technology Hamirpur,"Chemical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,45466,48241,3,NIT
National Institute of Technology Hamirpur,"Chemical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN (PwD),Gender-Neutral,1372898,1372898,1,NIT
National Institute of Technology Hamirpur,"Chemical Engineering (4 Years, Bachelor of Technology)",Other State,SC,Female-only (including Supernumerary),213801,213801,1,NIT
National Institute of Technology Hamirpur,"Chemical Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,162112,167285,2,NIT
National Institute of Technology Hamirpur,"Chemical Engineering (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,241718,241718,2,NIT
National Institute of Technology Hamirpur,"Civil Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,169470,169470,3,NIT
National Institute of Technology Hamirpur,"Civil Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,443484,443484,3,NIT
National Institute of Technology Hamirpur,"Civil Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,123127,125550,3,NIT
National Institute of Technology Hamirpur,"Civil Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,291004,291004,3,NIT
National Institute of Technology Hamirpur,"Civil Engineering (4 Years, Bachelor of Technology)",Home State,ST,Gender-Neutral,223738,223738,1,NIT
National Institute of Technology Hamirpur,"Civil Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),107710,107710,3,NIT
National Institute of Technology Hamirpur,"Civil Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,57455,57610,3,NIT
National Institute of Technology Hamirpur,"Civil Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),93340,98049,2,NIT
National Institute of Technology Hamirpur,"Civil Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,60262,62802,3,NIT
National Institute of Technology Hamirpur,"Civil Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL (PwD),Gender-Neutral,1260328,1260328,1,NIT
National Institute of Technology Hamirpur,"Civil Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),82127,82127,3,NIT
National Institute of Technology Hamirpur,"Civil Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,52801,54222,3,NIT
National Institute of Technology Hamirpur,"Civil Engineering (4 Years, Bachelor of Technology)",Other State,SC,Female-only (including Supernumerary),173736,173736,1,NIT
National Institute of Technology Hamirpur,"Civil Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,167758,167758,3,NIT
National Institute of Technology Hamirpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,97312,97312,1,NIT
National Institute of Technology Hamirpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,23206,23206,1,NIT
National Institute of Technology Hamirpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),28157,28157,1,NIT
National Institute of Technology Hamirpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,16006,16006,2,NIT
National Institute of Technology Hamirpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,20046,20046,3,NIT
National Institute of Technology Hamirpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),25821,25821,2,NIT
National Institute of Technology Hamirpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,14921,15074,2,NIT
National Institute of Technology Hamirpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,SC,Female-only (including Supernumerary),112217,112217,1,NIT
National Institute of Technology Hamirpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,ST (PwD),Gender-Neutral,1077004,1077004,1,NIT
National Institute of Technology Hamirpur,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Home State,OBC-NCL,Gender-Neutral,109265,109265,1,NIT
National Institute of Technology Hamirpur,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Other State,EWS,Gender-Neutral,20162,20162,1,NIT
National Institute of Technology Hamirpur,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Other State,OBC-NCL,Gender-Neutral,20337,20337,3,NIT
National Institute of Technology Hamirpur,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Other State,OPEN,Gender-Neutral,17150,17150,3,NIT
National Institute of Technology Hamirpur,"Computer Science and Engineering for DASA-CIWG (4 Years, Bachelor of Technology)",DASA-CIWG,OPEN,Gender-Neutral,769321,769321,2,NIT
National Institute of Technology Hamirpur,"Electrical Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,85283,85283,1,NIT
National Institute of Technology Hamirpur,"Electrical Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,256350,256350,3,NIT
National Institute of Technology Hamirpur,"Electrical Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Female-only (including Supernumerary),78983,78983,1,NIT
National Institute of Technology Hamirpur,"Electrical Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,52785,61514,1,NIT
National Institute of Technology Hamirpur,"Electrical Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,231422,231422,3,NIT
National Institute of Technology Hamirpur,"Electrical Engineering (4 Years, Bachelor of Technology)",Home State,ST,Gender-Neutral,278379,278379,1,NIT
National Institute of Technology Hamirpur,"Electrical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),49477,49477,1,NIT
National Institute of Technology Hamirpur,"Electrical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,36080,36080,3,NIT
National Institute of Technology Hamirpur,"Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),51739,58646,1,NIT
National Institute of Technology Hamirpur,"Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,36663,37405,3,NIT
National Institute of Technology Hamirpur,"Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),43811,43811,3,NIT
National Institute of Technology Hamirpur,"Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,31111,31808,3,NIT
National Institute of Technology Hamirpur,"Electrical Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,112331,119916,1,NIT
National Institute of Technology Hamirpur,"Electrical Engineering (4 Years, Bachelor of Technology)",Other State,ST,Female-only (including Supernumerary),256230,256230,1,NIT
National Institute of Technology Hamirpur,"Electrical Engineering (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,200170,200170,2,NIT
National Institute of Technology Hamirpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Female-only (including Supernumerary),343376,343376,1,NIT
National Institute of Technology Hamirpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,173677,229031,1,NIT
National Institute of Technology Hamirpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,37806,46432,1,NIT
National Institute of Technology Hamirpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Home State,ST,Gender-Neutral,250626,250626,1,NIT
